plume_id,facility_id,pair_kind,distance_m,wind_consistency,leak_rate_kg_hr,operator_well_density,state_match,label
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,202.91495049475137,0.6476833476614112,5382.5,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,1010.7200190939072,0.9400093893327695,5382.5,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4495.118512186911,0.12514995675554502,5382.5,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4648.984662854323,0.43868365100697015,5382.5,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4726.711653926828,0.11151623290461721,5382.5,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-38617,easy_negative,32480.740681408515,0.1766598133608493,5382.5,0,1,0
tan20260422t190736c48s4001-D,NM-30-025-42710,easy_negative,79623.07236168513,0.18341015683706297,5382.5,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,325.717287846358,0.9946926586588941,3807.282964560609,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,1199.0713065378272,0.9802740801852633,3807.282964560609,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4201.986049523889,0.13021973733591918,3807.282964560609,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4430.9610063008995,0.11519301601089527,3807.282964560609,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4477.952973618737,0.4656323576503767,3807.282964560609,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-48875,easy_negative,58709.518325446894,0.6364064006535126,3807.282964560609,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-21639,easy_negative,67283.635765342,0.7449365265114203,3807.282964560609,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,150.0123413624419,0.45745972477776525,5368.935165459975,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,925.6715145100125,0.9411669602878083,5368.935165459975,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4520.950734738097,0.11925315919397744,5368.935165459975,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4614.49471978187,0.43034823243696335,5368.935165459975,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4755.899796040212,0.1062590634428156,5368.935165459975,1,1,0
tan20260422t190736c48s4001-D,NM-30-025-28571,easy_negative,79771.50429157297,0.18359327669299536,5368.935165459975,0,1,0
tan20260422t190736c48s4001-D,NM-30-025-43603,easy_negative,62879.71148118455,0.13315134722798555,5368.935165459975,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,108.0354382366938,0.5,6292.606369475815,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,981.5820368064359,0.9775072095022017,6292.606369475815,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4335.472610335706,0.11688744788928696,6292.606369475815,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4455.6637751086155,0.4414081745983601,6292.606369475815,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4571.936213123588,0.10361945007385598,6292.606369475815,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-21639,easy_negative,67142.56815647078,0.7438536979079946,6292.606369475815,0,1,0
tan20260422t190736c48s4001-D,NM-30-025-49614,easy_negative,48473.52883777577,0.006440588360285104,6292.606369475815,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,436.23495212411433,0.6326569278084928,4608.322160155687,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,1180.2816839273303,0.9004453854464447,4608.322160155687,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4608.038882452082,0.140383775330447,4608.322160155687,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4830.783831503713,0.12565407388073563,4608.322160155687,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4867.879377915451,0.447173051080459,4608.322160155687,1,1,0
tan20260422t190736c48s4001-D,NM-30-025-40880,easy_negative,92447.81506091749,0.13672548961519837,4608.322160155687,0,1,0
tan20260422t190736c48s4001-D,NM-30-025-28571,easy_negative,79901.64879701688,0.18490612630662207,4608.322160155687,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,241.03413092366733,0.26069029429367163,6369.549313311944,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,870.5404241459518,0.9101797884567238,6369.549313311944,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4639.4081756692985,0.11791529802829093,6369.549313311944,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4691.267806175456,0.4205528936767023,6369.549313311944,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4875.026940471021,0.10535550803961202,6369.549313311944,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-32845,easy_negative,69068.9975218718,0.5549683714537484,6369.549313311944,1,1,0
tan20260422t190736c48s4001-D,NM-30-025-43603,easy_negative,62997.140979966716,0.1330189684356669,6369.549313311944,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,288.445920295503,0.42322817505933075,5812.273128686134,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,971.0148615841466,0.9043382913622432,5812.273128686134,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4633.584808472254,0.1251023280317105,5812.273128686134,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4753.1378769069515,0.4290637030545163,5812.273128686134,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4865.085537934032,0.1118512494766325,5812.273128686134,1,1,0
tan20260422t190736c48s4001-D,NM-30-025-43603,easy_negative,62995.2938499948,0.1335701211779824,5812.273128686134,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-27223,easy_negative,31680.916525395107,0.16886606509898044,5812.273128686134,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,629.9416863618623,0.9803072860560766,5054.370676146471,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,1506.9489301553924,0.9760107706380274,5054.370676146471,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4088.770992864959,0.1545675351074836,5054.370676146471,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4303.946988196496,0.13669409630795137,5054.370676146471,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4595.146077926798,0.49728835330014076,5054.370676146471,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-48875,easy_negative,58909.463545038554,0.6383469869804719,5054.370676146471,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-49077,easy_negative,33268.81242498502,0.5941107265716782,5054.370676146471,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,455.87112164229296,0.6957852299539798,6294.0040048355295,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,1230.47185274358,0.9096164803933963,6294.0040048355295,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4562.321675329059,0.14365902821359805,6294.0040048355295,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4783.227216662826,0.1284933280728458,6294.0040048355295,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4860.520552439231,0.45354983657124914,6294.0040048355295,1,1,0
tan20260422t190736c48s4001-D,NM-30-025-43603,easy_negative,62924.940038741435,0.13492669437378252,6294.0040048355295,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-49077,easy_negative,33432.292393155374,0.5872739908653364,6294.0040048355295,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,462.8028206226422,0.7015942082728308,5982.584836475378,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,1239.4233004999096,0.9099223058730459,5982.584836475378,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4559.406676713649,0.14431837278144294,5982.584836475378,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4779.935950450271,0.12908374744178114,5982.584836475378,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4863.808366480607,0.4544130029201107,5982.584836475378,1,1,0
tan20260422t190736c48s4001-D,NM-30-025-43603,easy_negative,62921.83243523696,0.13497283642189561,5982.584836475378,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-49080,easy_negative,33456.016573854955,0.5870678733931749,5982.584836475378,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,525.2516967434537,0.6389694365654235,4845.18410007779,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,1255.7458642403633,0.8884275279833187,4845.18410007779,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4645.348812610295,0.14652530061141483,4845.18410007779,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4864.524807576062,0.13135696150790854,4845.18410007779,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4948.321424780947,0.45108837224250753,4845.18410007779,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-48875,easy_negative,59102.75477426627,0.6340170070322608,4845.18410007779,0,1,0
tan20260422t190736c48s4001-D,NM-30-025-28571,easy_negative,79948.109032099,0.18527635718584218,4845.18410007779,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,333.47338619965745,0.9251360098795827,5563.025456191959,0,1,1
tan20260422t190736c48s4001-D,NM-30-015-45587,hard_negative,1205.007204924063,0.9618477821414559,5563.025456191959,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-37780,hard_negative,4317.469230552454,0.13562256911020742,5563.025456191959,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-43635,hard_negative,4543.232821634577,0.1204369164224014,5563.025456191959,1,1,0
tan20260422t190736c48s4001-D,NM-30-015-46774,hard_negative,4608.597402984524,0.46240624943414904,5563.025456191959,1,1,0
tan20260422t190736c48s4001-D,NM-30-025-28571,easy_negative,79605.5211095858,0.18479401043390298,5563.025456191959,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-46406,easy_negative,56329.62061804748,0.6216193934831289,5563.025456191959,0,1,0
tan20260422t190736c48s4001-D,NM-30-015-47042,positive,231.63934098354423,0.789069249450403,5892.186331336392,0,1,1
